title,source,first_term_type
Religious communities -- New York (State) -- History -- Sources,Library of Congress Subject Headings,topical
Societies living in common without vows -- History -- Sources,lcsh,topical
Work camps -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Conscientious objectors -- Georgia -- History -- Sources,Library of Congress Subject Headings,topical
Pacifists -- Georgia -- History -- Sources,Library of Congress Subject Headings,topical
Cooperative societies -- Georgia -- History -- Sources,lcsh,topical
Quakers -- North America -- History -- Sources,Library of Congress Subject Headings,topical
"Asylum, Right of -- History -- Sources",Library of Congress Subject Headings,topical
War -- Religious aspects -- Mennonite Church,Library of Congress Subject Headings,topical
War -- Religious aspects -- Church of the Brethren,Library of Congress Subject Headings,topical
Conscientious objectors -- North America -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1914-1918 -- War work -- Society of Friends -- Sources",Library of Congress Subject Headings,topical
Quaker women -- Great Britain -- History -- Sources,Library of Congress Subject Headings,topical
"Authors, English -- History -- Sources",Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Civilian relief -- History -- Sources",Library of Congress Subject Headings,topical
Quakers -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Society of Friends -- Pennsylvania -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- Pennsylvania -- Main Line -- History -- Sources,Library of Congress Subject Headings,topical
Antinuclear movement -- Pennsylvania -- Philadelphia -- History -- Sources,Library of Congress Subject Headings,topical
Economic assistance -- History -- Sources,Library of Congress Subject Headings,topical
Charities -- France,lcsh,topical
Social service -- France,lcsh,topical
Trials,lcsh,topical
Southeast Asia -- Newspapers,lcsh,topical
Journalism -- Southeast Asia,lcsh,topical
"Vietnam War, 1961-1975 -- Sources",Library of Congress Subject Headings,topical
Internationalism -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear weapons -- Testing -- History -- Sources,Library of Congress Subject Headings,topical
"Proving grounds, American -- Marshall Islands -- History -- Sources",Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Religious aspects -- Sources",Library of Congress Subject Headings,topical
"Amnesty -- Societies, etc. -- History -- Sources",lcsh,topical
Amnesty -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Moral and ethical aspects -- Sources",Library of Congress Subject Headings,topical
Mothers -- Political activity -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear weapons -- Testing,fast,topical
Civil rights demonstrations,fast,topical
Atomic bomb -- Testing,fast,topical
Atomic bomb -- Moral and ethical aspects,fast,topical
Antinuclear movement -- Nevada -- History -- Sources,Library of Congress Subject Headings,topical
Civil rights demonstrations -- Alabama -- History -- Sources,Library of Congress Subject Headings,topical
Atomic bomb -- Moral and ethical aspects -- History -- Sources,Library of Congress Subject Headings,topical
Civil disobedience -- History -- Sources,Library of Congress Subject Headings,topical
"Society of Friends -- Societies, etc.",lcsh,topical
War finance -- History -- Sources,Library of Congress Subject Headings,topical
Universities and colleges -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Universities and colleges -- Faculty -- History -- Sources,Library of Congress Subject Headings,topical
Militarism -- History -- Sources,Library of Congress Subject Headings,topical
Military unions -- United States -- History -- Sources,Library of Congress Subject Headings,topical
"College students -- Societies, etc. -- History -- Sources",lcsh,topical
"Vietnam War, 1961-1975 -- Public opinion -- Sources",Library of Congress Subject Headings,topical
Fund raising -- Washington (D.C.) -- History -- Sources,Library of Congress Subject Headings,topical
News agencies -- Vietnam -- History -- Sources,Library of Congress Subject Headings,topical
News agencies -- Washington (D.C.) -- History -- Sources,Library of Congress Subject Headings,topical
News agencies -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Passive resistance -- Italy -- Sicily -- History -- Sources,Library of Congress Subject Headings,topical
Social reformers -- Italy -- History -- Sources,Library of Congress Subject Headings,topical
Mafia -- Italy -- Sicily -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Religious aspects -- Episcopal Church -- History -- Sources,Library of Congress Subject Headings,topical
Methodist Church -- Political activity -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1939-1945 -- Religious aspects -- Sources",Library of Congress Subject Headings,topical
"World War, 1939-1945 -- Moral and ethical aspects -- Sources",Library of Congress Subject Headings,topical
Food supply,Library of Congress Subject Headings,topical
"World War, 1939-1945 -- Religious aspects",Library of Congress Subject Headings,topical
"World War, 1939-1945 -- Moral and ethical aspects",Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Religious aspects",Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Moral and ethical aspects",Library of Congress Subject Headings,topical
Society of Friends -- Political activity,Library of Congress Subject Headings,topical
Lobbying -- Wisconsin,Library of Congress Subject Headings,topical
Lobbying -- Illinois,Library of Congress Subject Headings,topical
Lobbying -- California,Library of Congress Subject Headings,topical
Lobbying -- United States,Library of Congress Subject Headings,topical
War -- Religious aspects,Library of Congress Subject Headings,topical
Nonviolence -- United States,Library of Congress Subject Headings,topical
National service -- United States,Library of Congress Subject Headings,topical
Quakers -- Political activity,Library of Congress Subject Headings,topical
Socialist parties -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Draft resisters -- History -- Sources,Library of Congress Subject Headings,topical
Lecturers -- United States -- Biography -- Sources,Library of Congress Subject Headings,topical
"Authors, American -- 20th century -- Sources",Library of Congress Subject Headings,topical
Periodical editors -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Practice of law -- New Jersey -- History -- Sources,Library of Congress Subject Headings,topical
Civil rights -- Trial practice -- History -- Sources,Library of Congress Subject Headings,topical
Women lawyers -- New Jersey -- History -- Sources,Library of Congress Subject Headings,topical
Lawyers -- New Jersey -- History -- Sources,Library of Congress Subject Headings,topical
Radioactive fallout -- History -- Sources,Library of Congress Subject Headings,topical
Radiation -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear weapons -- Congresses -- History -- Sources,Library of Congress Subject Headings,topical
War -- Economic aspects -- History -- Sources,Library of Congress Subject Headings,topical
Biological warfare -- History -- Sources,Library of Congress Subject Headings,topical
Chemical warfare -- History -- Sources,Library of Congress Subject Headings,topical
"Quakers -- Societies, etc. -- History -- Sources",lcsh,topical
Pugsley Prize -- History -- Sources,Library of Congress Subject Headings,topical
